event_id,sport_key,sport_title,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,bookmaker_last_update,market_key,market_last_update,outcome_name,outcome_price,outcome_point
cf86267df277548613c62bde3ac59626,soccer_austria_bundesliga,Austrian Football Bundesliga,2025-10-25T15:01:00Z,Rheindorf Altach,Hartberg,draftkings,DraftKings,2025-10-25T16:46:45Z,h2h,2025-10-25T16:46:45Z,Rheindorf Altach,56.0,
cf86267df277548613c62bde3ac59626,soccer_austria_bundesliga,Austrian Football Bundesliga,2025-10-25T15:01:00Z,Rheindorf Altach,Hartberg,draftkings,DraftKings,2025-10-25T16:46:45Z,h2h,2025-10-25T16:46:45Z,Draw,7.0,
62d5ddc867e8587942427d529ffafb4d,soccer_italy_serie_b,Serie B - Italy,2025-10-25T15:17:00Z,Carrarese,Venezia,betmgm,BetMGM,2025-10-25T16:46:31Z,h2h,2025-10-25T16:46:31Z,Carrarese,20.0,
62d5ddc867e8587942427d529ffafb4d,soccer_italy_serie_b,Serie B - Italy,2025-10-25T15:17:00Z,Carrarese,Venezia,betmgm,BetMGM,2025-10-25T16:46:31Z,h2h,2025-10-25T16:46:31Z,Venezia,1.2,
62d5ddc867e8587942427d529ffafb4d,soccer_italy_serie_b,Serie B - Italy,2025-10-25T15:17:00Z,Carrarese,Venezia,betmgm,BetMGM,2025-10-25T16:46:31Z,h2h,2025-10-25T16:46:31Z,Draw,4.75,
62d5ddc867e8587942427d529ffafb4d,soccer_italy_serie_b,Serie B - Italy,2025-10-25T15:17:00Z,Carrarese,Venezia,fanduel,FanDuel,2025-10-25T16:44:45Z,h2h,2025-10-25T16:44:45Z,Carrarese,31.0,
62d5ddc867e8587942427d529ffafb4d,soccer_italy_serie_b,Serie B - Italy,2025-10-25T15:17:00Z,Carrarese,Venezia,fanduel,FanDuel,2025-10-25T16:44:45Z,h2h,2025-10-25T16:44:45Z,Venezia,1.18,
62d5ddc867e8587942427d529ffafb4d,soccer_italy_serie_b,Serie B - Italy,2025-10-25T15:17:00Z,Carrarese,Venezia,fanduel,FanDuel,2025-10-25T16:44:45Z,h2h,2025-10-25T16:44:45Z,Draw,5.3,
62d5ddc867e8587942427d529ffafb4d,soccer_italy_serie_b,Serie B - Italy,2025-10-25T15:17:00Z,Carrarese,Venezia,draftkings,DraftKings,2025-10-25T16:46:07Z,h2h,2025-10-25T16:46:07Z,Carrarese,29.0,
62d5ddc867e8587942427d529ffafb4d,soccer_italy_serie_b,Serie B - Italy,2025-10-25T15:17:00Z,Carrarese,Venezia,draftkings,DraftKings,2025-10-25T16:46:07Z,h2h,2025-10-25T16:46:07Z,Venezia,1.2,
62d5ddc867e8587942427d529ffafb4d,soccer_italy_serie_b,Serie B - Italy,2025-10-25T15:17:00Z,Carrarese,Venezia,draftkings,DraftKings,2025-10-25T16:46:07Z,h2h,2025-10-25T16:46:07Z,Draw,5.0,
62d5ddc867e8587942427d529ffafb4d,soccer_italy_serie_b,Serie B - Italy,2025-10-25T15:17:00Z,Carrarese,Venezia,bovada,Bovada,2025-10-25T16:46:08Z,h2h,2025-10-25T16:46:08Z,Carrarese,23.0,
62d5ddc867e8587942427d529ffafb4d,soccer_italy_serie_b,Serie B - Italy,2025-10-25T15:17:00Z,Carrarese,Venezia,bovada,Bovada,2025-10-25T16:46:08Z,h2h,2025-10-25T16:46:08Z,Venezia,1.22,
62d5ddc867e8587942427d529ffafb4d,soccer_italy_serie_b,Serie B - Italy,2025-10-25T15:17:00Z,Carrarese,Venezia,bovada,Bovada,2025-10-25T16:46:08Z,h2h,2025-10-25T16:46:08Z,Draw,4.75,
62d5ddc867e8587942427d529ffafb4d,soccer_italy_serie_b,Serie B - Italy,2025-10-25T15:17:00Z,Carrarese,Venezia,bovada,Bovada,2025-10-25T16:46:08Z,spreads,2025-10-25T16:46:08Z,Carrarese,2.02,1.0
62d5ddc867e8587942427d529ffafb4d,soccer_italy_serie_b,Serie B - Italy,2025-10-25T15:17:00Z,Carrarese,Venezia,bovada,Bovada,2025-10-25T16:46:08Z,spreads,2025-10-25T16:46:08Z,Venezia,1.76,-1.0
1971e2f42d4cc4ea7c976581c1bdadef,soccer_poland_ekstraklasa,Ekstraklasa - Poland,2025-10-25T15:30:00Z,Pogoń Szczecin,Cracovia Kraków,fanduel,FanDuel,2025-10-25T16:45:23Z,h2h,2025-10-25T16:45:23Z,Cracovia Kraków,1.38,
1971e2f42d4cc4ea7c976581c1bdadef,soccer_poland_ekstraklasa,Ekstraklasa - Poland,2025-10-25T15:30:00Z,Pogoń Szczecin,Cracovia Kraków,fanduel,FanDuel,2025-10-25T16:45:23Z,h2h,2025-10-25T16:45:23Z,Pogoń Szczecin,9.5,
1971e2f42d4cc4ea7c976581c1bdadef,soccer_poland_ekstraklasa,Ekstraklasa - Poland,2025-10-25T15:30:00Z,Pogoń Szczecin,Cracovia Kraków,fanduel,FanDuel,2025-10-25T16:45:23Z,h2h,2025-10-25T16:45:23Z,Draw,3.7,
1971e2f42d4cc4ea7c976581c1bdadef,soccer_poland_ekstraklasa,Ekstraklasa - Poland,2025-10-25T15:30:00Z,Pogoń Szczecin,Cracovia Kraków,draftkings,DraftKings,2025-10-25T16:46:21Z,h2h,2025-10-25T16:46:21Z,Cracovia Kraków,1.4,
1971e2f42d4cc4ea7c976581c1bdadef,soccer_poland_ekstraklasa,Ekstraklasa - Poland,2025-10-25T15:30:00Z,Pogoń Szczecin,Cracovia Kraków,draftkings,DraftKings,2025-10-25T16:46:21Z,h2h,2025-10-25T16:46:21Z,Pogoń Szczecin,11.0,
1971e2f42d4cc4ea7c976581c1bdadef,soccer_poland_ekstraklasa,Ekstraklasa - Poland,2025-10-25T15:30:00Z,Pogoń Szczecin,Cracovia Kraków,draftkings,DraftKings,2025-10-25T16:46:21Z,h2h,2025-10-25T16:46:21Z,Draw,3.8,
1971e2f42d4cc4ea7c976581c1bdadef,soccer_poland_ekstraklasa,Ekstraklasa - Poland,2025-10-25T15:30:00Z,Pogoń Szczecin,Cracovia Kraków,bovada,Bovada,2025-10-25T16:46:27Z,h2h,2025-10-25T16:46:27Z,Cracovia Kraków,1.4,
1971e2f42d4cc4ea7c976581c1bdadef,soccer_poland_ekstraklasa,Ekstraklasa - Poland,2025-10-25T15:30:00Z,Pogoń Szczecin,Cracovia Kraków,bovada,Bovada,2025-10-25T16:46:27Z,h2h,2025-10-25T16:46:27Z,Pogoń Szczecin,10.0,
1971e2f42d4cc4ea7c976581c1bdadef,soccer_poland_ekstraklasa,Ekstraklasa - Poland,2025-10-25T15:30:00Z,Pogoń Szczecin,Cracovia Kraków,bovada,Bovada,2025-10-25T16:46:27Z,h2h,2025-10-25T16:46:27Z,Draw,4.0,
1971e2f42d4cc4ea7c976581c1bdadef,soccer_poland_ekstraklasa,Ekstraklasa - Poland,2025-10-25T15:30:00Z,Pogoń Szczecin,Cracovia Kraków,bovada,Bovada,2025-10-25T16:46:27Z,spreads,2025-10-25T16:46:27Z,Cracovia Kraków,2.14,-1.0
1971e2f42d4cc4ea7c976581c1bdadef,soccer_poland_ekstraklasa,Ekstraklasa - Poland,2025-10-25T15:30:00Z,Pogoń Szczecin,Cracovia Kraków,bovada,Bovada,2025-10-25T16:46:27Z,spreads,2025-10-25T16:46:27Z,Pogoń Szczecin,1.72,1.0
47e665dfcd20740c1cc43c88aa40d754,soccer_sweden_allsvenskan,Allsvenskan - Sweden,2025-10-25T15:30:00Z,Östers IF,Degerfors IF,fanduel,FanDuel,2025-10-25T16:42:21Z,h2h,2025-10-25T16:42:21Z,Degerfors IF,3.2,
47e665dfcd20740c1cc43c88aa40d754,soccer_sweden_allsvenskan,Allsvenskan - Sweden,2025-10-25T15:30:00Z,Östers IF,Degerfors IF,fanduel,FanDuel,2025-10-25T16:42:21Z,h2h,2025-10-25T16:42:21Z,Östers IF,3.3,
47e665dfcd20740c1cc43c88aa40d754,soccer_sweden_allsvenskan,Allsvenskan - Sweden,2025-10-25T15:30:00Z,Östers IF,Degerfors IF,fanduel,FanDuel,2025-10-25T16:42:21Z,h2h,2025-10-25T16:42:21Z,Draw,2.1,
47e665dfcd20740c1cc43c88aa40d754,soccer_sweden_allsvenskan,Allsvenskan - Sweden,2025-10-25T15:30:00Z,Östers IF,Degerfors IF,betmgm,BetMGM,2025-10-25T16:46:04Z,h2h,2025-10-25T16:46:04Z,Degerfors IF,3.25,
47e665dfcd20740c1cc43c88aa40d754,soccer_sweden_allsvenskan,Allsvenskan - Sweden,2025-10-25T15:30:00Z,Östers IF,Degerfors IF,betmgm,BetMGM,2025-10-25T16:46:04Z,h2h,2025-10-25T16:46:04Z,Östers IF,3.3,
47e665dfcd20740c1cc43c88aa40d754,soccer_sweden_allsvenskan,Allsvenskan - Sweden,2025-10-25T15:30:00Z,Östers IF,Degerfors IF,betmgm,BetMGM,2025-10-25T16:46:04Z,h2h,2025-10-25T16:46:04Z,Draw,1.98,
47e665dfcd20740c1cc43c88aa40d754,soccer_sweden_allsvenskan,Allsvenskan - Sweden,2025-10-25T15:30:00Z,Östers IF,Degerfors IF,bovada,Bovada,2025-10-25T16:46:05Z,h2h,2025-10-25T16:46:05Z,Degerfors IF,3.1,
47e665dfcd20740c1cc43c88aa40d754,soccer_sweden_allsvenskan,Allsvenskan - Sweden,2025-10-25T15:30:00Z,Östers IF,Degerfors IF,bovada,Bovada,2025-10-25T16:46:05Z,h2h,2025-10-25T16:46:05Z,Östers IF,3.1,
47e665dfcd20740c1cc43c88aa40d754,soccer_sweden_allsvenskan,Allsvenskan - Sweden,2025-10-25T15:30:00Z,Östers IF,Degerfors IF,bovada,Bovada,2025-10-25T16:46:05Z,h2h,2025-10-25T16:46:05Z,Draw,2.4,
47e665dfcd20740c1cc43c88aa40d754,soccer_sweden_allsvenskan,Allsvenskan - Sweden,2025-10-25T15:30:00Z,Östers IF,Degerfors IF,bovada,Bovada,2025-10-25T16:46:05Z,spreads,2025-10-25T16:46:05Z,Degerfors IF,1.91,0.0
47e665dfcd20740c1cc43c88aa40d754,soccer_sweden_allsvenskan,Allsvenskan - Sweden,2025-10-25T15:30:00Z,Östers IF,Degerfors IF,bovada,Bovada,2025-10-25T16:46:05Z,spreads,2025-10-25T16:46:05Z,Östers IF,1.91,0.0
47e665dfcd20740c1cc43c88aa40d754,soccer_sweden_allsvenskan,Allsvenskan - Sweden,2025-10-25T15:30:00Z,Östers IF,Degerfors IF,draftkings,DraftKings,2025-10-25T16:46:27Z,h2h,2025-10-25T16:46:27Z,Degerfors IF,3.7,
47e665dfcd20740c1cc43c88aa40d754,soccer_sweden_allsvenskan,Allsvenskan - Sweden,2025-10-25T15:30:00Z,Östers IF,Degerfors IF,draftkings,DraftKings,2025-10-25T16:46:27Z,h2h,2025-10-25T16:46:27Z,Östers IF,3.35,
